text,sentiment,score
THE IRONMAN FILMS ARE FONDLY REMEMBERED MOSTLY FOR ROBERT DOWENY JR NOT THE ACTION,Positive,0.2
AND THE ACTION WASNT THE MOST MEMORABLE THING ABOUT ANY ON THOSE MOVIES,Negative,-1.4
SIX DIFFERENT PEOPLE GOT WRITING CREDIT FOR THIS MOVIE AND THE RESULTS ARE EXACTLY WHAT YOU WOULD EXPECT,Negative,-0.4
COWBOYS AND ALIENS PROBLEM IS THE SCREENPLAY,Negative,-2.0
THE WRITING ISNT AS GOOD AS THE FIRST,Negative,-1.6
THE STORYLINE ISNT THIS GOOD,Negative,-2.0
BUT IF YOU DONT EXPECT A LOT I THINK YOULL ENJOY IT,Positive,1.0
SNAP MOST OF THE CRITICS ARE RIGHT,Negative,-1.75
BUT IF YOU LOVED THE SERIES AND YOU ALSO LIKED XXX THE FIRST MOVIE THAN YOURE STILL GONNA HAVE FUN,Positive,1.6
IT JUST REALLY HEH,Negative,-1.0
IF YOUR PET PEES CARRIE WORE THOSE HORRENDOUS HIDEOUS HATS THEY WERE NOT CATCHING THE BALL,Negative,-1.8
JUST GO IN WITH LOW EXPECTAIONS,Negative,-1.2
A FEW TIMES I THOUGHT THAT WAS BUMPED WAY OVER THE TOP,Negative,-1.0
AND A FEW TIMES I DIDNT LIKE THE FASHION,Negative,-1.2
UM BUT YOU KNOW THE PREMISE IS OK,Positive,0.4
AND THEY KIND OF LOOKED LIKE CLOWNS THE DESERT SCENE WAS ONE OF THEM,Negative,-1.2
THE MOVIE IS REALLY TOO LONG,Negative,-0.8
AND THERE ARE A FEW NICE MOMENTS,Positive,1.0
ITS NOT EVEN NECESSARY FOR THE PLOT,Negative,-1.6
THEY SHOULDVE JUST CUT THE WEDDING IN THE BEGINNING,Negative,-1.4
BUT ALSO NOT NECESSARY,Negative,-1.0
I ALSO THOUGHT THAT DESERT RIDING THE CAMELS ALL TROUP STOPPED LOOKING LIKE CLOWNS,Negative,-0.2
AND UM IT WAS JUST FUN TO SEE YOUR OLD FRIENDS AGAIN,Positive,1.4
BUT I LOVE THE MOMENT WITH CHARLOTTE IN THE CLOSET BECAUSE WHO HASNT EXPERIENCED THAT,Positive,2.2
BUT DONT EXPECT MUCH,Negative,-1.8
SO IF YOUR A FAN ID DO IT,Positive,0.8
AND ITS JUST LIKE OR WHY DO WE NEED THESE THINGS,Negative,-1.4
IT DOESNT MAKE ANY SENSE,Negative,-1.6
BECAUSE WHEN THE OLD FLYNN FINDS THESE THINGS WHATEVER THEY ARE THEYRE SO WISE AND NAIVE KINDA LIKE NAVI NOW THAT I THINK ABOUT IT,Positive,0.8
CLUE WHICH IS THE PROGRAM THAT HE CREATED IN THE FIRST MOVIE KINDA PULLS A BUNNY IN THE BOILER MOMENT IN THE SENSE THAT HE TURNS INTO A CRAZY JEALOUS PSYCHO STALKER BITCH,Neutral,0.0
BUT THEN SAM FLYNN MEETS HIS FATHER AND TRON BASICALLY TURNS INTO A STAR WARS PREQUEL AFTER THAT ONE,Negative,-1.4
DISCONNECTION THEN THAT HAPPENS AT THAT POINT,Negative,-0.8
THE WRITERS JUST PULL THIS OUT OF THEIR ASS,Negative,-2.2
AND THE WHOLE MOVIE BECOMES ABOUT THESE CRAZY I I ISOS,Negative,-2.0
AND CLUE HAS TO BE ONE OF THE MOST IDIOTIC VILLAINS EVER CAUSE WHAT IS A WHAT IS CLUE,Negative,-2.0
FOR SOME KIND OF FREAKY TELEPORTATION,Neutral,0.0
IM A BIG FAN OF THE FIRST TRON,Positive,1.4
BECAUSE UM IN AT THE BEGINNING OF THE 1980S PEOPLE THOUGHT THAT COMPUTERS CAN DO EVERY EVERY ANYTHING,Positive,0.4
UM I THOUGHT THIS IS THE PERFECT TIME TO HAVE A TRON SEQUEL,Positive,2.2
BECAUSE IT KINDA CONTROLS OUR LIVES SO IT WAS THE PERFECT TIME FOR A TRON SEQUEL,Positive,1.4
AND EVERYTHING AND NOW TECHNOLOGY ACTUALLY DOES ANYTHING AND EVERYTHING,Positive,0.25
LIP SMACKING BUT I WILL SAY THAT THE FIRST THIRD OF THIS MOVIE IS AMAZING,Positive,2.6
UNFORTUNATELY UM THE WRITERS AND I WERE NOT EXACTLY ON THE SAME WAVELENGTH,Negative,-1.8
BUT YOU KNOW THE PACING IS SO GOOD,Positive,2.0
ITS THE BEST SUMMER MOVIE IVE SEEN ALL YEAR,Positive,2.4
YOU HAVE LOTS OF UH REFERENCES TO THE FIRST MOVIE,Positive,0.2
IT GETS STRAIGHT INTO THE STORY,Positive,1.0
AND ONCE SAM FLYNN ENTERS THE GRID YOU KNOW THE SOUNDTRACK DRAWS YOU IN,Positive,1.4
YOU HAVE NEW CHARACTERS THAT ACTUALLY HAVE A CONNECTION TO THE OLD ONES,Positive,0.666666666667
UH THEY DONT WASTE A LOT OF TIME ON EXPOSITION,Negative,-0.4
THE SPECIAL EFFECTS LOOK AMAZING,Positive,2.6
AND LET ME TELL YOU THE GAMES LOOK GREAT,Positive,2.4
BECAUSE THE MINUTE THE SOUNDPLANE ENTERS THE GRID HE IS PUT IN THE GAMES,Positive,0.25
UM THE CHO THE CHOREOGRAPHY OF THE FIGHTS THE SPECIAL EFFECTS I WAS SO HAPPY TO BE BACK IN THE GRID THAT I WASNT REALLY THINKING ABOUT THE STORY OR WHERE THE STORY WAS GOING,Positive,1.8
ALL THOSE ACTION SEQUENCES IN INVOLVING THE GAMES WERE GREAT TO WATCH,Positive,2.0
AND ITS LIKE YOURE A COMPUTER PROGRAM OKAY IF YOU WANT TO TAKE OVER THE WORLD USING REAL PEOPLE ITS THE WORST WAY YOU COULD POSSIBLY DO THAT INFILTRATE SOME COMPUTER SYSTEM SOMEWHERE AND DETONATE SOME NUKES OR SOMETHING,Negative,-2.0
SHE DISPLAYS THE EMOTIONAL DISTRESS OF HER CHARACTER SO WELL,Positive,1.6
YOU ACTUALLY FEEL FOR HER CHARACTER,Positive,1.8
YOU KNOW SHES GOING THROUGH THE STRESS AND YOU FEEL SORRY FOR HER AND YOU WANNA HELP HER,Positive,1.0
OLSO THIS IS ONE OF THE BEST PERFORMANCES IVE EVER SEEN OUT OF HERS,Positive,2.8
IVE NOT SEEN ONE BAD MOVIE THAT SHES BEEN INTO,Positive,1.6
TERIFFIC IN THAT,Negative,-1.0
BUT MARY ELIZABETH WINSTEAD I MUST SAY SHE IS A TERIFFIC AND BEAUTIFUL AND TALENTED ACRESS,Positive,2.4
I WAS VERY IMPRESSED WITH HIS WORK ON THE FIRST ONE,Positive,1.6
BUT THE SECOND ONE IT DIDNT IN SOME WAYS TAKE TO THE NEXT LEVEL,Positive,0.4
I THOUGHT THE FIRST ONE WAS CREATIVE AND INVENTIVE AND REALLY BROUGHT SOMETHING NEW TO THE CINEMA,Positive,2.0
SO IT WAS JUST ABOUT EQUAL TO THE FIRST ONE,Negative,-0.2
BUT IN SOME WAYS THE FIRST ONE WAS BETTER,Negative,-1.0
NOW UM BUT SOME OF THE BRUSH PLOT THAT YOU MEY THINK I HATED THIS MOVIE BUT YOURE WRONG ACTUALLY I DID,Positive,1.2
NOW UM BUT SOME OF THE BRUSH PLOT THAT YOU MEY THINK I HATED THIS MOVIE,Negative,-0.8
FIRST IM GONNA GET INTO THE ACTING WHICH WAS MUCH MUCH BETTER THAN THE SECOND ONE,Positive,2.2
I REALLY LIKED IT,Positive,0.8
I DID LIKE THE SECOND ONE,Positive,0.6
THE SECOND ONE HAD WOODEN ACTING IN SOME PLACES IM SORRY,Negative,-1.8
BUT THE REST OF THE ACTORS WERE SO WOODEN,Negative,-1.4
BUT THERE MOST OF THE ACTORS WE SO WITTY EXEPTION MAY BE THE POLICE COP AND KIM KIMBERLY,Positive,0.4
I DONT KNOW THEY DO SEEM THEY NEED TO LEARN ACTING BETTER,Negative,-1.2
THEY WERE JUST THEYRE JUST THEY JUST WHY ACTING WHAT THEYRE DOING ANYWAY,Negative,-1.8
ANYWAY MARY ELIZABETH WINSTEAD OH MY GOD SHE IS A TERIFFIC,Positive,2.0
ANYWAY THE FURTHER I WENT ACTING WAS MUCH MUCH BETTER IN THE SECOND ONE,Positive,1.8
BUT SHE IS ALSO A TERIFFIC ACTRESS,Positive,2.2
SHES NICE LOOKING AS WELL,Neutral,0.0
IT WAS PRETTY MUCH JUST AND EXCUSE TO PUT TRAPS IN THE MOVIE BECAUSE IT WAS LITERALLY COMPLETELY IRRELEVANT,Negative,-2.2
LIKE I SAID I LOVED THE HOFFMANS STORYLINE,Positive,2.2
BUT THE END WAS REALLY YOU YOU KNOW,Negative,-1.0
BUT I THOUGHT THE BEST PART OF SAW 5 WAS THE STORYLINE LIKE IN GENERAL,Positive,1.8
THE ENDING WAS NOT YOU KNOW CRAZY SHOCKING OR ANYTHING LIKE USUAL,Negative,-0.8
IT WAS NOT A REAL HUGE SAW TWIST MOMENT,Negative,-0.6
BUT LUCKILY HOFFMANS STORY UM WAS A REALLY REALLY REALLY AWESOME,Positive,2.8
AND UM IT TOTALLY MADE UP FOR THAT SO THATS OK,Positive,1.2
AND I GUESS THATS SORT OF TRUE,Positive,0.4
BECAUSE I SURE DIDNT SEE THE END COMING,Neutral,0.0
SO YOU KNOW I GUESS IT BALANCES OUT,Positive,0.2
UM SO YOU KNOW THAT WAS A LITTLE SURPRISING I GUESS,Positive,0.4
THATS NOT TO SAY THAT THE ENDING WASNT GOOD BECAUSE IT REALLY WAS,Positive,1.4
BUT ILL SMACK THEM IN THE FACE FOR THE OTHER IRRELEVANT PLOTLINE,Negative,-2.6
AND DONT KNOW WHAT THE HELL THEY WERE THINKING,Negative,-2.2
BECAUSE IM STILL EXCITED ABOUT IT,Positive,1.8
OK ALL OF YOU KNEW THAT OBVIOUSLY,Neutral,0.0
AS SOME OF YOU MIGHT NOT NOTICE I WAS EXTREMLY EXCITED ABOUT SAW 5,Positive,2.0
AND EXCITED TO SEE IT,Positive,1.6
SO I WAS YOU KNOW REALLY HYPED UP,Positive,1.8
NOT EXECTLY WHAT I WAS EXPECTING,Positive,0.6
AND I HAVE TO SAY THAT IT WAS DEFINATELY BETTER THAN THE SAW 4,Positive,1.6
AND UM ITS JUST MADE ME REALLY REALLY EXCIDED FOR SAW 6,Positive,2.4
BUT IT WAS STILL REALLY REALLY REALLY GOOD,Positive,2.2
SO CONGRATULATIONS TO THE WRITERS FOR THAT,Positive,2.0
AND IT FIT VERY WELL INTO THE SAW SERIES IN MY OPINION,Positive,1.8
AND THE OTHER ONE WAS COMPLETELY IRRELEVANT AS FAR AS I CAN TELL,Negative,-1.8
ONE OF THEM WAS GREAT,Positive,1.0
AND THE IRRELEVANT PLOT WAS WITH FIVE RENDOM STRANGERS,Negative,-1.2
THE GREAT PLOT WAS WITH HOFFMAN TYING UP ALL LOOSE ENDS AND STUFF,Positive,2.2
BUT I TOTALLY MISSED HOW IT TIED IT TO THE MOVIE AT ALL,Negative,-0.8
KIND OF LIKE IN SAW 2,Neutral,0.0
SO THAT WAS REALLY BIZZARE AND I DIDNT CARE ABOUT THE CHARACTERS AT ALL,Negative,-2.6
AND IM PRETTY SURE THATS BECAUSE IT DIDNT TIE IN TO THE MOVIE AT ALL,Negative,-1.6
SO IT WAS JUST REALLY REALLY STRANGE,Negative,-0.8
BECAUSE THEY WERENT YOU KNOW INTRODUCED WELL REALLY,Negative,-1.2
WHICH IS STILL GOOD,Positive,1.4
BUT IT WAS NOT EXECTLY WHAT I WAS EXPECTING AND SE SERIOUSLY EVERYTHING LEADING UP TO THE END WAS BETTER THAN THE ENDING,Negative,-1.0
BUT LIKE I SAID THE PLOT OF HOFFMAN AND EVERYTHING THAT WAS REALLY REALLY AWESOME,Positive,2.6
AND IT DIDNT EVEN YOU KNOW TRY TO CLOSE IT AT ALL LIKE THE WIND ISNT GONNA BLOW IT OVER OR ANYTHING ITS JUST OPEN,Negative,-1.5
BUT MAN OH MAN IT REALLY LEFT THE DOOR OPEN,Positive,0.8
AND IT PRETTY MUCH JUST LEFT THE DOOR WIDE OPEN FOR SAW 6,Positive,0.2
SAW 5 HAS LEFT LIKE NO CLOSURE AT ALL AT THE END OF THE MOVIE,Negative,-2.0
BECAUSE THE MOVIE IS GOOD,Positive,2.0
HAH SO EVERYONE LIKE EVERYONE IN CINEMA WAS KIND LIKE ME,Positive,0.8
BECAUSE EVERYTIME THAT WAS LIKE A JUMP EVERYONE JUMPED,Positive,0.8
YOU COULD FEEL THE JUMP IN,Positive,1.0
AND EVERYONE WAS LAUGHING AFTERWARDS,Positive,1.0
AND I WOULD GO TO THE CINEMA AGAIN TO SEE IT,Positive,1.2
BECAUSE THAT ATMOSPHERE LIKE EVERYONE JUST SCREEAMS,Positive,0.4
AND JUST AND ITS JUST ITS SO FUNNY,Positive,0.8
UM SOMETHING LIKE WHAT I DO LIKE IF I JUMP A LOT,Positive,1.75
I THINK THATS HOW THEY COPE WITH GETTING JUM LIKE SCARED AND JUMP AND STUFF,Positive,0.4
FROM THERE IT DOES GET A BIT LIKE HUH NOT AS REAL AS WHAT HAS BEEN GOING ON,Negative,-1.0
AND IT IS JUMPY FOR PEOPLE WHO DONT LIKE GETTING SCARED OR JUMPY OR ANYTHING,Negative,-1.0
AND LIKE I DO JUMP,Positive,0.4
BUT FOR SOMEONE LIKE ME WHO LOVES HORROR MOVIES,Positive,0.6
SO I THINK IM LIKE IMMUNE TO THEM,Negative,-0.6
BUT I DONT EXACTLY GET SCARED,Negative,-0.8
I JUST THATS FREAKY AS HELL YEHA,Positive,0.5
AND THE ONLY HE MO FILM THAT IM REALLY SCARED ABOUT IS SMALL SOLDIERS,Negative,-0.4
LIKE IT CRACKED ON STREIGHT AWAY WITH WHAT THE HELL IS GOING ON,Negative,-1.0
BUT INSIDIOUS UM STAR REALLY GOOD,Positive,0.8
AND SOME OF THE ACTING IS A LITTLE BIT LIKE OH MY GOD YOU WOULDNT REALLY DO THAT,Negative,-1.2
LIKE IT DOSNT JUST LIKE AND I WAS AT UM THERES A PROBLEM THERES A STORY LIKE ADN ITS LIKE STREIGHT AWAY FUN STORYLINE STARTED,Positive,0.2
BUT ITS JUST SOMETIMES ITS JUST A LITTLE BIT LIKE OH GOD THEY REALY SHOULDNT HAVE DONE THAT CRINGE,Negative,-0.6
BUT THATS LIKE OLD MOVIES ITS JUST LIKE I WOULDNT SAY BAD CASTING,Negative,-1.4
LIKE REALLY JUMPED ME MY FRIEND,Negative,-0.75
UM BUT REALLY GOOD,Positive,1.6
BUT IT REALLY SURPRISED AS I SAID WHAT YOU WANNA GO HOME,Negative,-0.8
AND SHE WANTED TO GO HOME AND THATS LIKE SEEING A LOT FOR HER COZ SHE LIKES HORROR MOVIES AS MUCH AS I DO,Negative,-1.2
I JUMPED HELL OF A LOT TIMES,Positive,1.4
HUH BUT I AM IT WAS JUMPY,Negative,-0.5
BECAUSE THERE IS PEOPLE THAT WANNA GO AND SEE IT HAVENT SEEN IT YET AND MIGHT SEE THIS VIDEO,Positive,0.2
ITS KIND OF LIKE QUITE FAKE LIKE I JUST I COULDNT BELIEVE IT I WAS LIKE WHAT WHAT ARE YOU DOING,Negative,-2.25
BUT OVERALL I ENJOYED IT,Positive,1.6
WHOEVER WROTE THIS ISNT THE WRITER DEFINATELLY,Negative,-1.6
UM AND THE MOVIE WAS PRETTY SHORT,Negative,-0.6
THE THE WHOLE MOVIE I WAS YOU KNOW THINKING THIS ISN AS BAD AS IVE HEARD AND IT WASNT,Positive,1.2
OTHER THAN THAT UM I THINK IT WAS AND OK MOVIE,Positive,0.8
AND THE DIALOGUE THREW ME OFF,Negative,-1.0
I DONT THINK ITS AS BAD AS YOU PROBABLY READ ON REVIEWS,Positive,0.2
DEFINATELLY A LITTLE BIT ABOVE AVERAGE,Positive,1.2
SO YEAH GO SEE IT,Positive,1.4
I MEAN IT STARTS OUT REALLY SLOW,Negative,-1.0
IT WAS A COOL MOVIE,Positive,1.4
BUT OVERALL UM GO SEE IT,Positive,0.8
UM I THOUGHT THEY CASTED KIND OF WELL,Positive,1.0
THE ACTING WAS ALLRIGHT,Positive,0.2
OH MY GOD THE WHOLE MOVIE HAD A REALLY DRY DIALOGUE,Negative,-1.6
BUT WHAT REALLY THREW ME OFF WAS THE DIALOGUE VERY CHEEZY DIALOGUE,Negative,-2.4
BUT I DONT THINK THE HUMOUR REDEEMED THE MOVIE FROM BEING SO BAD IN THE DIALOGUE DEPARTMENT,Negative,-1.8
THERE WERE A COUPLE FUNNY PARTS,Positive,0.4
UM IT HAS IT HAS A VERY PREDICTABLE STORY,Negative,-1.4
AND AGAIN IT DOES REALLY TUG AT THE HEART STRENGHTS WITH THE LITTLE BABY ANIMALS AT THE BEGINNING,Positive,1.4
BUT IF IT WAS ANNE HATHAWAY WHO DID THE SINGING SHE DID A GREAT JOB,Positive,2.4
THAT SO WHAT IS STILL A REALLY GREAT MOVIE TO TAKE YOUR WHOLE FAMILY TO,Positive,1.8
ANYWAY UM I WOULD RECOMMEND IT IF IF YOURE LIKE ME AND YOU DONT NORMALLY GO TO SEE ANIMATED MOVIES,Positive,1.2
I HAD NO IDEA THAT ANNE HATHAWAY COULD REALLY SING,Negative,-0.6
UM BUT THERE REALLY HASNT BEEN MUCH TO HAS COME OUT THIS YEAR SO FAR THAT IM DYING TO GO SEE,Negative,-0.2
AND IM IM NOT REALLY IN A BIG HURRY AT MY AGE TO GO SEE ANIMATED MOVIES,Negative,-0.2
AND I WAS THOROUGHLY UM SURPRISED,Positive,0.6
AND WE REALLY WANTED TO GET OUT OF THE HOUSE UM LAST NIGHT,Neutral,0.0
AT HOW MUCH I REALLY DID ENJOY IT,Positive,2.0
ANYWAYIT WAS A REALLY CUTE MOVIE,Positive,2.0
I REALLY DIDNT WANNA GO SEE IT,Negative,-1.4
I DID NOT THINK I WAS GONNA LIKE IT,Neutral,0.0
AND I WAS PLEASANTLY SURPRISED BY THIS MOVIE,Positive,1.8
AND IT SEEMS TO ME THAN WHEN PRODUCTION COMPANIES START PUSHING MOVIES THAT FAR AHEAD AND WHEN THEY WERE GONNA BE RELEASED THAT USAUALLY MEANS THAT THEY ARE NOT GONNA BE GREAT,Negative,-2.0
UM THIS IS A GREAT FAMILY MOVIE TO TAKE YOUR WHOLE FAMILY TO THIS MOVIE,Positive,2.2
I WAS I THOROUGHLY ENJOYED IT,Positive,2.4
UM I THOUGHT THE STORY LINE WAS REALLY CUTE,Positive,2.0
ITS GREAT FOR ALL AGES,Positive,2.2
SO I WOULD RECOMMEND THIS MOVIE,Positive,1.4
UM BUT THEY ALSO DID A GREAT JOB IN BUILDING THE BACKSTORY OF JANE FOSTER PLAYED BY NATALIE PORTMAN AND HER CREW AND HOW THEY RELATE TO THOR,Positive,2.0
SO I THINK THAT WAS REALLY GOOD,Positive,1.8
THEY DIDNT BELABORED THOR ON EARTH,Positive,0.25
HE SOUNDED LIKE HE DIDNT LEARN FROM THE EARTHLINGS,Negative,-0.4
OR WHY WHY ARE THEY HERE,Neutral,0.0
YOU HAVE TO ESTABLSIH THAT FAIRLY QUICKLY,Neutral,0.0
AND I THINK THAT DIRECTORS OF THOR AND THE SCRIPT WRITERS DID THAT RIGHT AWAY,Positive,0.6
YOU SAW THOR FOR HOW HES IN THE COMICS POMPOUS AN AROGANT INDIVIDUAL,Negative,-1.4
UM SO THAT MAKES SENSE,Neutral,0.0
YOU GET OTHER WHOLE SHIELD INVOLVEMENT WHICH IS COOL TO SEE THAT A LOT OF COOLER REFERENCES THAT AT ONE POINT THEY REFERENCE IM A DOCTOR WITH GAMA RADIATION,Positive,2.4
I WOULD PUT MONEY ON IT THAT IT IS GOING TO BE THE BLOCKBUSTER HIT OF THE SUMMER IN TERMS OF WHEN YOU LOOK AT ALL THE MOVIES,Positive,2.6
I THINK THAT WOULD DO VERY WELL,Positive,1.2
I IM A CAP GUY CAPTAIN AMERICA FAN,Positive,1.0
I THINK ITS GONNA CATAPULT CHRIS HEMSWORTH TO BE EVEN A BIGGER STAR,Positive,1.6
UM SO I THINK THOR IS REALLY GONNA DO WELL,Positive,1.0
CHARLIE SHEEN WAS WINNING THERE,Positive,1.6
UM GREAT 80S MOVIE FOR THOSE WHO HAVENT SEEN IT,Positive,2.8
SO THEY COULD UM UM KIND OF GET A LITTLE BIT OF CHRIS HEMSWORTH STAR POWER INTO THAT,Positive,0.8
AND HES WINNING NO,Positive,0.5
THEY DID VERY WELL TO ESTABLISH THE CHARACTER OF THOR,Positive,1.6
UM GREAT MOVIE OVERALL,Positive,2.2
AND YOU SAW THIS WITH THE NBC RECENT FLOP OF THE CAPE WHICH IS A SHOW I LOVE,Negative,-0.2
THE PROBLEM WITH A LOT OF COMIC BOOK SHOWS AND MOVIES,Negative,-1.2
AND THEY NEEDED CHARACTER ESTABLISHED RIGHT AWAY,Negative,-1.4
BUT THE AUDIENCE THAT WAS WATCHING IT THEY NEEDED THEY NEEDED A PAY OFF RIGHT AWAY,Negative,-0.2
AND WHY IS THIS PERSON WEARING TIGHTS,Negative,-0.8
UM WHAT YOU GET IN THE SITCOMS IN TERMS OF COMIC BOOKS AND KIND OF THE MOVIES THAT TAKE SO LOUD TO BUILD THAT,Neutral,0.0
YOU KNOW WHY WHAT IS THEIR MISSION,Negative,-0.4
OR WHY ARE THEY CARRYING A HAMMER,Negative,-0.666666666667
ITS SEXY BUT NOT SLUTTY,Positive,1.4
THAT THE DANCERS UM WONDERFUL,Positive,2.2
UM THE SONGS IN THE MOVIE ARE WONDERFUL,Positive,1.6
WHO IS DROP DEAD GORGEOUS BY THE WAY,Positive,1.4
AND OVERALL PROBABLY ID GIVE IT ABOUT 35 STARS YOU KNOW POPCORN MOVIE AND YOU KNOW,Positive,0.8
YOU KNOW IT MATCHES THE WHOLE THEME OF THE MOVIE YOU KNOW CABARET AND YOU KNOW THE LOOKS,Positive,1.0
THIS ONE YOU KNOW PROBABLY IN THE MIDDLE SO 35 STARS,Negative,-0.2
CONSIDERING ALL THE AWESOME MOVIES THAT WE HAD AND XXX INCEPTION THE BLACK SWAN AND YOU KNOW THE SOCIAL NETWORK,Positive,0.2
AND IF YOU HAVE MONEY TO SPEND GO AHEAD,Negative,-0.2
UM FIRST THINGS FIRST CHRISTINA AGUILERAS XXX I SWEAR THE XXX XXX,Positive,1.5
AND SHE SURE CAN SING REALLY REALLY WELL IN THIS MOVIE YOU KNOW,Positive,2.0
UM WHY I SAID THAT IS BECAUSE SHE IS GOD A CRAZY CRAZY VOICE,Positive,0.75
BUT SHE STILL LOOKS LIKE SHES 48,Negative,-1.6
AND YOU KNOW IT MAKES YOU WANNA KNOW WHO ELSE YOU KNOW IN THE HISTORY OF NOWADAYS HAS THE VOICE LIKE THAT AND YOU KNOW ITS NOONE,Negative,-0.4
COZ WHEN YOU SEE HER FACE MOVES IT FEELS LIKE YOU KNOW YOU FEEL WORRIED FOR HER,Positive,0.75
AND HER FACE DOESNT MOVE AT ALL,Negative,-1.4
AND OVERALL THE MOVIES QUITE ENTERTAINING,Positive,1.6
YOU FEEL LIKE HER FACE IS GOING TO FALL APART,Negative,-1.2
BUT IM REALLY REALLY REALLY GLAD I SAW IT,Positive,1.6
AND I WOULD RECOMMEND IT TO OTHER PEOPLE ITS TRUE,Positive,1.8
EVEN THOUGH I WAS LIKE HU IM GONNA HATE IT,Negative,-0.5
BUT IM JUST GONNA HAVE TO SAY IT,Neutral,0.0
BUT YEAH GENERALLY THE ACCENTS WERE REALLY REALLY GOOD,Positive,2.6
SO GOOD ONE YOU AMERICA FOR DOING THAT,Positive,1.4
I DOUBT THAT THEYRE GONNA DO THIS FOR ALL THE SCREENINGS BECAUSE IT WAS THE PREMIERE,Positive,0.4
I WOULD NOT HAVE CHOSEN TO GO AND SEE THAT,Neutral,0.0
ITS MY FAVORITE FILM EVER,Positive,2.0
UM ITS NOT MY FAVORITE FILM EVER,Negative,-0.4
IT WAS AMAZING,Positive,2.8
AND I ACTUALLY LIKED THE FILM A LOT,Positive,2.2
THE PREMIERE ITSELF WAS REALLY COOL,Positive,1.8
BECAUSE I THOUGHT HOW THE HELL IS DICKENS AND DISNEY GONNA WORK TOGETHER LIKE THIS,Negative,-1.0
AND I WASNT EXPECTING TO,Positive,0.2
AND THE END PART IS REALLY REALLY FUNNY,Positive,2.4
BUT I THOUGHT THEY ACTUALLY WORKED PRETTY WELL,Positive,2.0
HES LIKE WHAT A DELIGHTFUL CHILD,Positive,1.4
BECAUSE HES BEEN SUCH A GRUMPY CHARACTER AND HES REALLY SCARED AND IN THE END HES SO CHANGED AND HES REALLY FUNNY,Positive,1.4
THE ANIMATION WAS AMAZING,Positive,2.8
AND ITS ALL KIND OF ITS HARD TO EXPLAIN,Positive,0.25
BECAUSE SOMETIMES 3D ISNT REALLY THAT GOOD,Negative,-1.0
I WASNT EXPECTING THAT MUCH,Negative,-0.4
YOU KIND OF FORGET ABOUT THE FACT THAT IT IS 3D,Positive,1.0
BUT IT WAS FENOMENAL,Positive,2.6
THAT WAS ONE OF MY OTHER CONCERNS,Negative,-0.8
THE VOICES ARE REALLY GOOD,Positive,2.2
BUT THAN ITS SO OBVIOUSLY NOT AN ENGLISH CHARACTER,Negative,-0.2
WAS THAT AS AN ENGLISH PERSON I GET REALLY ANNOYED WHEN AMERICAN SHOWS AND FILMS HAVE AN ENGLISH CHARACTER,Negative,-1.8
I CAN IMAGINE GETTING THIS ON DVD AND WATCHING IT AT CHRISTMAS AT TIME BECAUSE IT MAKES YOU FEEL SO LIKE HUH ITS NOT ABOUT COMMERCIALIZATION ITS ABOUT YOU KNOW FAMILIES BEING TOGETHER,Positive,2.4
BUT I WOULD DEFINATELY WATCH IT AGAIN,Positive,2.0
WHICH WERE UM A DISASTEROUS,Negative,-1.6
BUT I JUST WANTED TO PUT THIS UP SOON,Positive,0.4
AND ILL TELL YOU ALL ABOUT LIKE THE COOL PREMIERE AND STUFF,Positive,0.8
THERES NOT LIKE A REALLY GOOD TWIST,Negative,-2.0
ITS A GOOD ACTION MOVIE,Positive,1.8
ITS LIKE 90 BOURNE IDENTITY MEETS 10 WILLY WONKA,Negative,-0.6
THERES SOME REALLY STRANGE CHARACTERS IN THIS MOVIE,Negative,-1.6
BECAUSE I WENT INTO THE MOVIE THINKING THERES NO WAY,Negative,-1.25
AND SO THEY KIND OF EXPLAIN IT A LITTLE BIT BUT NOT REALLY,Negative,-1.0
UM I I AT THE END OF THE MOVIE THE FRIENDS I WAS WITH UH ONE OF THEM GOES WAS THERE A PLOT TO THIS MOVIE,Negative,-1.6
IT DOESNT HAVE A DEEP SEEDED PLOT,Negative,-2.0
IT WAS IT DID ADD TO THE MOVIE THOUGH IT,Positive,1.4
AND IT VISUALLY ITS KINDA COOL HOW THEY SHOW HER CONFUSION BECAUSE SHE GROWS UP IN THE WOODS,Positive,1.8
AND I WAS PRETTY OPEN TO TO IT BEING GOOD,Positive,0.6
I WAS LIKE THERES NO WAY THAT THEYRE GONNA BE ABLE TO CONVINCE ME THAT A SIXTEEN YEAR OLD GIRL CAN TAKE DOWN LIKE SIX ADULT DUDES,Negative,-1.6
I AT FIRST WHEN I SAW THE PREVIEWS I THOUGHT IT WAS GONNA BE STUPID TO BE PERFECTLY HONEST,Negative,-0.8
AND THEY BOTH LIKED IT,Positive,1.4
SO I SAW SOME OTHER REVIEWS AND I WAS LIKE OKAY I WAS SURPRISED,Positive,0.4
AND I GOTTA SAY I WASNT BLOWN AWAY BY IT,Negative,-1.4
THEY S AND ALL THE PEOPLE WALKING OUT OF THE THEATRE AND BEYOND THE TRAILER REALLY LIKED IT,Positive,1.6
IT WAS GOOD,Positive,1.6
I DIDNT THINK IT WAS GREAT OR EPIC OR JUST FANTASTIC,Negative,-0.2
WHICH IS COOL,Positive,1.2
THE MUSIC KINDA DROVE A LOT OF THE ACTION,Positive,0.2
